FacilityName,CSV_Latitude,CSV_Longitude,Latitude,Longitude,Business_Status,Is_Accurate
Gloria Family Health Centre,5.69705,-0.17367,5.6970737,-0.1735366,OPERATIONAL,true
Gloria's Maternity Home,5.5867,-0.20833,5.5549494,-0.4017407,OPERATIONAL,false
God Cares Clinic & Maternity,5.60629,-0.41625,5.6061672,-0.4162669,OPERATIONAL,true
Godia Clinic,5.75451,-0.04701,5.7563128,0.0513246,OPERATIONAL,false
Golden Sourveinier Clinic,5.59525,-0.23342,5.595282999999999,-0.2335914,OPERATIONAL,true
Goodwill Maternity Home,5.56844,-0.20448,5.599264799999999,-0.2447538,OPERATIONAL,false
GPHA Main Clinic,5.63276,-0.00654,5.6326068,-0.006577800000000001,OPERATIONAL,true
Grace & Peace Clinic & Maternity Home,5.68191,-0.14157,5.599264799999999,-0.2447538,OPERATIONAL,false
Grace Baah Memorial Clinic,5.55228,-0.25181,5.5523579,-0.2519645,OPERATIONAL,true
Grace Maternity Home,5.87929,-0.10627,5.7183296,-0.1739008,OPERATIONAL,false
Grace Maternity Home & Clinic,5.58553,-0.27977,5.7183296,-0.1739008,OPERATIONAL,false
Grasam Clinic,5.65097,-0.15879,5.6508828,-0.1591113,OPERATIONAL,true
Greater Grace Hospital,5.71866,-0.17425,5.7183296,-0.1739008,OPERATIONAL,true
Green Hand Clinic,5.58284,-0.22884,5.5829075,-0.229043,OPERATIONAL,true
GTP Clinic,5.66264,-0.00345,5.6624878,-0.0035834,OPERATIONAL,true
Hajj Abdulai Yaro's Memorial Clinic,5.58254,-0.19682,5.5824999,-0.1968,OPERATIONAL,true
Hams Clinic,5.55984,-0.24297,5.5599799,-0.2429678,OPERATIONAL,true
Hannah Larbie's Maternity Home,5.52961,-0.24151,5.5910665,-0.2065115,OPERATIONAL,false
Harmony Clinic,5.67152,-0.17373,5.6757901,-0.1967829,OPERATIONAL,false
Health Loop Clinic,5.70134,-0.14823,5.640771,0.0001377,OPERATIONAL,false
Hebron Maternity & Clinic,5.5639,-0.15154,5.5461339,-0.242414,OPERATIONAL,false
Henrietta Clinic & Maternity Home,5.5501,-0.232,5.5461339,-0.242414,OPERATIONAL,false
Highway Dental Clinic,5.59481,-0.19421,5.5948883,-0.1941313,OPERATIONAL,true
Hobats Clinic,5.60699,-0.2317,5.6067864,-0.2317312,OPERATIONAL,true
Holy Cross Clinic & Maternity Home,5.55001,-0.24449,5.5500378,-0.2449185,OPERATIONAL,true
Holy Height Clinic,5.57714,-0.20895,5.5771684,-0.2088304,OPERATIONAL,true
Holy Trinity Medical Centre,5.5867,-0.23519,5.5865163,-0.2352291,OPERATIONAL,true
International Health Care Centre,5.60547,-0.19762,5.5620379,-0.2050834,OPERATIONAL,false
Iran Clinic,5.568,-0.21248,5.567997,-0.2125042,OPERATIONAL,true
James Camp Borstral Clinic,5.60807,-0.19085,5.6077691,-0.1906385,OPERATIONAL,true
James Fort Prison's Clinic,5.53423,-0.21111,5.5342334,-0.2112008,OPERATIONAL,true
James Town Maternity Home,5.54065,-0.21591,5.540675999999999,-0.2159715,OPERATIONAL,true
Jesus Saves Clinic,5.54896,-0.20779,5.5490207,-0.2076807,OPERATIONAL,true
Jireh Eye Clinic,5.63503,-0.00321,5.6564333,-0.004242999999999999,CLOSED_PERMANENTLY,false
Johpat Hospital,5.61151,-0.19963,5.611566300000001,-0.1997806,OPERATIONAL,true
Kpone Health Centre,5.69206,0.05842,5.6920058,0.0583062,OPERATIONAL,true
Jordan's Maternity Home,5.5621,-0.16464,5.676728199999999,-0.1653063,OPERATIONAL,false
Joy Family Clinic,5.60186,-0.2741,5.6019951,-0.2740249,OPERATIONAL,true
Jubail Specialist Hospital,5.62549,-0.05216,5.6257,-0.0519385,OPERATIONAL,true
Juliana Aku Clegg Maternity home,5.55837,-0.23957,5.7950062,-0.1561476,OPERATIONAL,false
Kaneshie Market Clinic,5.56684,-0.2374,5.566439,-0.236633,OPERATIONAL,true
Kaneshie Polyclinic,5.57446,-0.23074,5.5746034,-0.2308842,OPERATIONAL,true
Kaneshie School Clinic,5.57281,-0.23295,5.5746034,-0.2308842,OPERATIONAL,true
Karikari Brobbey Hospital,5.53092,-0.26149,5.530463200000001,-0.2620078,OPERATIONAL,true
Kasseh Health Centre,5.89665,0.52294,5.8963845,0.5230391,OPERATIONAL,true
Keep Smiling clinic,5.53292,-0.23732,5.5329931,-0.2372081,OPERATIONAL,true
King David Hospital,5.59277,-0.20588,5.5932357,-0.2061315,OPERATIONAL,true
Kokrobite CHPS,5.50209,-0.37027,5.4922261,-0.3756835,OPERATIONAL,false
Kokrobite Community Clinic,5.50179,-0.37017,5.5140655,-0.356038,OPERATIONAL,false
Korle-Bu Polyclinic,5.580728,-0.210467,5.5373072,-0.2233848,OPERATIONAL,false
Korle-Bu Teaching Hospital,5.53719,-0.2266,5.536607,-0.2264091,OPERATIONAL,true
Korle-Gonno Polyclinic,5.53736,-0.22312,5.5373072,-0.2233848,OPERATIONAL,true
Kpeshie Sub Metro Health Directorate,5.55538,-0.16657,5.5622341,-0.2037793,OPERATIONAL,false
Kumorji Hospital,5.57419,-0.18263,5.574035299999999,-0.1827774,OPERATIONAL,true
La General Hospital,5.55538,-0.16657,5.55545,-0.1666266,NO DATA,true
Labadi Road Dental Clinic,5.55265,-0.17742,5.5527342,-0.1775212,OPERATIONAL,true
Lagoon Clinic,5.52568,-0.25025,5.5257242,-0.250277,OPERATIONAL,true
Lagoon Clinic,5.64767,-0.00154,5.640771,0.0001377,OPERATIONAL,false
Lagoon Clinic & Maternity home,5.52397,-0.26406,5.5257242,-0.250277,OPERATIONAL,false
Lakeside Clinic,5.5923,-0.23136,5.5923031,-0.2309792,OPERATIONAL,true
Lapaz Community Clinic,5.60851,-0.25349,5.6085674,-0.2535546,OPERATIONAL,true
Laura's Maternity Home & Clinic,5.58704,-0.24794,5.6374656,-0.2602467,OPERATIONAL,false
Leister Medical Centre,5.61916,-0.1461,5.619409699999999,-0.1464448,OPERATIONAL,true
Link Road Hospital,5.54944,-0.24093,5.5613725,-0.1986759,OPERATIONAL,false
Lube Oil Clinic,5.65042,0.00836,5.6506183,0.0085054,OPERATIONAL,true
Maamobi Polyclinic,5.59184,-0.19929,5.5915956,-0.1990816,OPERATIONAL,true
Mega Care Clinic (Annex),5.55952,-0.23308,5.559729799999999,-0.233109,OPERATIONAL,true
Liha Medical Clinic,5.64174,-0.16071,5.6416911,-0.1608562,OPERATIONAL,true
Maabs Dental Clinic,5.55982,-0.17441,5.557707,-0.186376,OPERATIONAL,false
Megavest Medical Centre,5.59342,-0.24423,5.556938,-0.2653673,OPERATIONAL,false
Lebanon Clinic,5.68791,-0.03049,5.720555699999999,-0.05779969999999999,OPERATIONAL,false
Lession Clinic,5.58208,-0.20114,5.5820314,-0.2011062,OPERATIONAL,true
Limb Fitting Centre,5.5485,-0.19999,6.041548,-0.4544548,OPERATIONAL,false
Mab Medicare Centre,5.59958,-0.25417,5.6010574,-0.2567572,OPERATIONAL,true
Madina RCH Clinic (near Market),5.6788,-0.16751,5.6861655,-0.1679241,OPERATIONAL,false
Larkai Medical Centre,5.576,-0.19972,5.5760874,-0.1998179,OPERATIONAL,true
Life Line Clinic,5.5882,-0.19478,5.5882195,-0.1948129,OPERATIONAL,true
Living Clinic & Laboratory,5.55032,-0.2167,5.5501304,-0.2167325,OPERATIONAL,true
Lizzie Matternity Home & Clinic,5.65484,-0.27076,5.5910665,-0.2065115,OPERATIONAL,false
Madina Central Clinic,5.66759,-0.16516,5.678006,-0.166084,OPERATIONAL,false
Makola Government Clinic,5.54857,-0.20599,5.5485126,-0.2059815,OPERATIONAL,true
Makola Plaza Clinic,5.54672,-0.20603,5.5468736,-0.2060974,OPERATIONAL,true
Mallam Atta Market Clinic,5.57872,-0.20832,5.578808899999999,-0.2083342,OPERATIONAL,true
Mallam Demonstration Clinic,5.57781,-0.29942,5.577844499999999,-0.299396,OPERATIONAL,true
Mamprobi Polyclinic,5.53807,-0.24556,5.5380215,-0.2453699,OPERATIONAL,true
Mamprobi School Dental Clinic,5.54138,-0.24118,5.5378235,-0.2458185,OPERATIONAL,false
Manko Clinic,5.64503,0.0132,5.6451082,0.0131867,OPERATIONAL,true
Manna Mission Hospital,5.60706,-0.10872,5.607401500000001,-0.1080913,OPERATIONAL,true
Margo Maternity Home,5.64608,-0.49304,5.646353599999999,-0.4931381,OPERATIONAL,true
Martin Memorial Hospital,5.61023,-0.20448,5.610587799999999,-0.2046399,OPERATIONAL,true
Mary's Clinic,5.528,-0.23733,5.5279726,-0.2372643,OPERATIONAL,true
May Day Clinic,5.54985,-0.24674,5.5515553,-0.2193828,OPERATIONAL,false
May Day Clinic,5.55142,-0.21931,5.5515553,-0.2193828,OPERATIONAL,true
May Fair Clinic,5.54628,-0.24244,5.5461339,-0.242414,OPERATIONAL,true
May's Ear Nose & Throat clinic,5.54734,-0.23324,5.5473062,-0.2333588,OPERATIONAL,true
Medifem Hospital,5.61284,-0.20209,5.6129695,-0.2021017,OPERATIONAL,true
Mega Care Clinic,5.58913,-0.26083,5.5891721,-0.2607697,OPERATIONAL,true
Mercedarian Clinic,5.55526,-0.18007,5.555215599999999,-0.1800363,OPERATIONAL,true
Midway Clinic Ltd,5.61731,-0.22646,5.6172076,-0.2263521,OPERATIONAL,true
Korle-Bu Midwifery Training School,5.53972,-0.23044,5.5395186,-0.2303741,OPERATIONAL,true
Mighty Clinic,5.6816,-0.16645,5.6812393,-0.1664626,OPERATIONAL,true
Modern Atomic Clinic,5.66743,-0.20819,5.6672892,-0.2082671,OPERATIONAL,true
Mother Love Health Care Cantre,5.71726,-0.16644,5.7166983,-0.1662216,OPERATIONAL,true
Mother's Pride Clinic & Maternity Home,5.54216,-0.24507,5.593973399999999,-0.2595691,OPERATIONAL,false
Motorway Clinic,5.60616,-0.25137,5.6064621,-0.2515801,OPERATIONAL,true
Mt Sinai Clinic,5.60126,-0.25719,5.6013719,-0.2569932,OPERATIONAL,true
N M's Dental Clinic,5.60828,-0.20689,5.6081017,-0.2067483,OPERATIONAL,true
Mercy Clinic,5.56431,-0.24764,5.5642341,-0.2475262,OPERATIONAL,true
Mercy Maternity Home & Clinic,5.52609,-0.27449,5.5910665,-0.2065115,OPERATIONAL,false
Meridian Clinic,5.64543,-0.0072,5.6456148,-0.007256599999999999,OPERATIONAL,true
Mission Clinic,5.58282,-0.21575,5.582614599999999,-0.2158661,OPERATIONAL,true
Narh Bita Hospital,5.65793,-0.01062,5.658415199999999,-0.010716,OPERATIONAL,true
Dziram Eye Clinic,5.65793,-0.01062,5.6303334,-0.09206349999999999,OPERATIONAL,false
Greehouse Clinic and Diagnostic Centre,5.65793,-0.01062,5.6404139,-0.1196472,OPERATIONAL,false
Narh Bita Nursing Training School,5.65793,-0.01062,5.658829,-0.0102332,OPERATIONAL,true
Nashwell Clinic,5.5772,-0.28721,5.5772039,-0.2873127,OPERATIONAL,true
National Cold Room,5.53797,-0.23342,5.5573818,-0.2268192,OPERATIONAL,false
Nelleville Clinic,5.59389,-0.08789,5.5938162,-0.0879119,OPERATIONAL,true
Nelmax Clinic,5.65273,-0.06999,5.652769999999999,-0.0702196,OPERATIONAL,true
Nestle Clinic,5.67518,-0.00305,5.6753012,-0.0030931,OPERATIONAL,true
New Achimota Clinic,5.6293,-0.24781,5.6294033,-0.2477434,OPERATIONAL,true
New Cross Clinic,5.58234,-0.1994,5.5820038,-0.1984173,OPERATIONAL,true
New Crystal Clinic,5.68671,-0.03317,5.665833399999999,-0.0142069,OPERATIONAL,false
New Crystal Clinic,5.68671,-0.03317,5.665833399999999,-0.0142069,OPERATIONAL,false
New Edem Maternity Home,5.69924,-0.03531,5.6992747,-0.0351789,OPERATIONAL,true
New Town Clinic,5.59122,-0.20621,5.591104,-0.2061064,OPERATIONAL,true
New Town School Dental Clinic,5.58552,-0.21001,5.5854395,-0.209936,OPERATIONAL,true
New World Dental Clinic,5.56918,-0.20248,5.5690398,-0.2016791,OPERATIONAL,true
Ngleshie Amanfro Community Health Centre,5.53638,-0.41126,5.5364283,-0.4113215,OPERATIONAL,true
Nightingale Clinic,5.55031,-0.26737,5.5503934,-0.2674048,OPERATIONAL,true
Nima Government Clinic,5.57771,-0.20008,5.5780058,-0.1999695,OPERATIONAL,true
Nima Highway Specialist Clinic,5.59007,-0.19605,5.5900187,-0.1960019,OPERATIONAL,true
North Kaneshie Maternity Home,5.58962,-0.2433,5.576485,-0.2429112,OPERATIONAL,false
North Kwashieman Clinic,5.59432,-0.26869,5.5944209,-0.2688962,OPERATIONAL,true
North Legon Hospital,5.66923,-0.18228,5.6691854,-0.1823987,OPERATIONAL,true
North Ridge Clinic,5.57275,-0.19852,5.572746599999999,-0.1984131,OPERATIONAL,true
North Teshie Clinic & Maternity Home,5.59709,-0.10302,5.597027199999999,-0.1027503,OPERATIONAL,true
Nostra Clinic,5.66398,-0.02705,5.6640352,-0.02696,OPERATIONAL,true
Nsakina CHPS,5.65177,-0.32388,5.653373999999999,-0.3260611,OPERATIONAL,true
Nungua Community Clinic,5.5974,-0.07896,5.5973929,-0.0790039,OPERATIONAL,true
Korle-Bu Nurses Training College,5.54027,-0.23095,5.5395186,-0.2303741,OPERATIONAL,true
Nyaho Medical Centre,5.61486,-0.18514,5.6144873,-0.1851448,OPERATIONAL,true
Nima Clinic,5.57412,-0.19912,5.5780058,-0.1999695,OPERATIONAL,true
Nyigbenya Clinic,5.83471,0.21885,5.8347,0.2189,OPERATIONAL,true
Odonkor Clinic,5.66589,-0.01423,5.6660262,-0.0141602,OPERATIONAL,true
Odorna Clinic,5.55887,-0.21556,5.5591061,-0.2155711,OPERATIONAL,true
Okanta Memorial Clinic,5.68684,-0.03972,5.687134599999999,-0.0399932,OPERATIONAL,true
Oman Clinic,5.57508,-0.22694,6.094110499999999,-0.2596007,OPERATIONAL,false
Omari Clinic,5.77204,-0.00509,5.772191,-0.0050415,OPERATIONAL,true
Omni Health Care,5.61647,-0.19249,5.6168478,-0.1923998,OPERATIONAL,true
Opoku Ware Clinic,5.56451,-0.27354,5.5645277,-0.2736667,OPERATIONAL,true
Osu Government Maternity Home,5.55401,-0.18494,5.5538655,-0.1849488,OPERATIONAL,true
Osudoku Health Centre,6.07519,0.19468,6.0913578,0.192236,OPERATIONAL,false
Osuwem Community Based Clinic (New site),6.03171,0.17526,6.0367,0.1758,OPERATIONAL,false
Owusu Medical Centre,5.59796,-0.21905,5.5978061,-0.21893,OPERATIONAL,true
Port Health,5.63433,0.00461,5.634400599999999,0.0046529,OPERATIONAL,true
Port Medical Centre,5.64266,0.00126,5.6426292,0.0014779,OPERATIONAL,true
Port Dental Clinic,5.64266,0.00126,5.6426292,0.0014779,OPERATIONAL,true
Nyamebetyere Maternity Home,5.70281,-0.04369,5.6707755,-0.0128247,OPERATIONAL,false
Opec Clinic (Teshie Health Centre),5.6021,-0.11996,5.570493099999999,-0.201546,OPERATIONAL,false
Nyameadom Maternity Clinic,5.55206,-0.26433,5.551929599999999,-0.2643615,OPERATIONAL,true
Obom Health Centre,5.7357,-0.43974,5.735621,-0.4395037,OPERATIONAL,true
Oduman Health Centre,5.64171,-0.33028,5.641818,-0.3303803,OPERATIONAL,true
Okai Koi Sub Metro Health Directorate,5.57442,-0.23082,5.5622341,-0.2037793,OPERATIONAL,false
Old Ningo Health Centre (Present site),5.75161,0.18647,5.755711199999999,0.202126,OPERATIONAL,false
Old Ningo Health Centre (New site),5.75161,0.18647,5.755711199999999,0.202126,OPERATIONAL,false
Osuwem Community Based Clinic (Old site),6.03666,0.17579,6.0367,0.1758,OPERATIONAL,true
Oyibi Health Centre,5.80615,-0.10773,5.8068903,-0.1078275,OPERATIONAL,true
Oyoko Clinic,5.70397,-0.15236,5.704013,-0.1524457,OPERATIONAL,true
Pantang Hospital,5.71511,-0.18802,N/A,N/A,NO DATA,false
Pantang Nurses Training College,5.71554,-0.18749,5.716781,-0.1959842,OPERATIONAL,false
Parliament Clinic,5.55668,-0.19011,5.5565734,-0.1903021,OPERATIONAL,true
Peace Clinic,5.59595,-0.24739,5.5660083,-0.2473783,OPERATIONAL,false
Pediator Kope Health Centre,5.82202,0.62849,5.8221213,0.6285375,OPERATIONAL,true
Peoga Maternity Home,5.6189,-0.08294,5.599264799999999,-0.2447538,OPERATIONAL,false
PML Hospital,5.5446,-0.21302,5.5449285,-0.2130257,OPERATIONAL,true
Police Hospital,5.56835,-0.18145,5.5684501,-0.1821372,OPERATIONAL,true
PPAG Clinic,5.55042,-0.24156,5.550327300000001,-0.2417405,OPERATIONAL,true
PPAG Dodowa,5.8809,-0.10713,5.880756499999999,-0.1071307,OPERATIONAL,true
Prampram Health Centre,5.71177,0.11002,5.711799999999999,0.11,OPERATIONAL,true
Prilway Specialist Clinic & Labolatory,5.68551,-0.1571,5.6856434,-0.1570095,OPERATIONAL,true
Prince of Peace Maternity Home & Clinic,5.59935,-0.24462,5.599264799999999,-0.2447538,OPERATIONAL,true
Queen's Medical Centre,5.57571,-0.20762,5.575702499999999,-0.2074701,OPERATIONAL,true
St Peter's Clinic,5.6586,-0.0052,5.6583251,-0.0051366,OPERATIONAL,true
Sunrise Clinic,5.56811,-0.24051,5.5678671,-0.2405741,OPERATIONAL,true
Tooth Home Clinic,5.57506,-0.20084,5.5748733,-0.2009531,OPERATIONAL,true
St Minas Clinic,5.69411,-0.0279,5.7049503,-0.0447904,OPERATIONAL,false
Taifa Medical Centre,5.6576,-0.25345,5.6574424,-0.2531586,OPERATIONAL,true
Purswani Memorial Clinic,5.56932,-0.20479,5.569319800000001,-0.2047852,OPERATIONAL,true
RCI Mission Clinic,5.76845,-0.14182,5.582614599999999,-0.2158661,OPERATIONAL,false
St Louis Memorial Clinic,5.58289,-0.20117,5.5828652,-0.2012338,OPERATIONAL,true
Tema Naval Base Clinic,5.64838,0.02257,5.6484184,0.023342,OPERATIONAL,true
Universal Bethesda Clinic,5.6856,-0.13769,5.685717599999999,-0.1376907,OPERATIONAL,true
Korle-Bu School of Hygiene,5.53823,-0.2329,5.540094,-0.2326668,OPERATIONAL,true
St Florence Clinic,5.68808,-0.03285,5.6876061,-0.032326,OPERATIONAL,true
St Mary's Maternity Home,5.65991,-0.01244,5.6599601,-0.0123117,OPERATIONAL,true
Ussher Polyclinic,5.54038,-0.21294,5.540227199999999,-0.2127273,OPERATIONAL,true
Provita Specialist Hospital,5.65216,-0.0198,5.6521949,-0.0198926,OPERATIONAL,true
Rabito Clinic,5.56549,-0.18028,5.5655849,-0.1801251,OPERATIONAL,true
Rabito Clinic,5.6288,-0.01819,5.665466800000001,-0.0192459,OPERATIONAL,false
Raphel Clinic (Old site),5.64655,-0.00772,5.6464504,-0.0078993,OPERATIONAL,true
Raphel Clinc (New Site),5.64655,-0.00772,5.6601513,-0.0207594,OPERATIONAL,false
Raphel Medical Centre,5.64655,-0.00772,5.6601513,-0.0207594,OPERATIONAL,false
RCI Mission Clinic,5.76845,-0.14182,5.582614599999999,-0.2158661,OPERATIONAL,false
Redeemer's Mission Clinic,5.68863,-0.28584,5.582614599999999,-0.2158661,OPERATIONAL,false
Rehoboth Maternity Home,5.58754,-0.25108,5.6374656,-0.2602467,OPERATIONAL,false
Richmond Clinic,5.55509,-0.23564,5.5552082,-0.2357794,OPERATIONAL,true
Ridge Hospital,5.56238,-0.1987,5.5613725,-0.1986759,OPERATIONAL,true
Robert Martin Memorial Clinic,5.67904,-0.14148,5.679158699999999,-0.1414544,OPERATIONAL,true
Rose Clinic,5.55656,-0.25719,5.557813899999999,-0.255673,OPERATIONAL,true
Rosina Memorial Clinic,5.61416,-0.2263,5.6142037,-0.226296,OPERATIONAL,true
Sab Dental Clinic,5.63467,-0.01416,5.6347072,-0.0140113,OPERATIONAL,true
Sakumono Community Clinic,5.62224,-0.06281,5.6224019,-0.0628328,OPERATIONAL,true
Salvation Army Urban Aid Clinic,5.5947,-0.19169,5.594711999999999,-0.191632,OPERATIONAL,true
Samala Clinic,5.57728,-0.30004,5.5773686,-0.3000627,OPERATIONAL,true
Sape Agbo Memorial Hospital,5.59232,-0.20804,5.5812401,-0.2093063,OPERATIONAL,false
Savans Clinic & Maternity Home,5.5745,-0.33829,5.5746806,-0.338278,OPERATIONAL,true
Korle-Bu School of Medical Laboratory Technology,5.53885,-0.22915,5.5389702,-0.2262315,OPERATIONAL,true
Korle-Bu School of Radiology,5.53764,-0.22591,5.5377889,-0.2261267,OPERATIONAL,true
Sege Health Centre,5.87531,0.36137,5.8753012,0.3614116,OPERATIONAL,true
Shwectzer Clinic,5.54502,-0.20823,5.5452235,-0.2079675,OPERATIONAL,true
SIC Bob Freeman Clinic,5.55408,-0.20889,5.554117799999999,-0.2085229,OPERATIONAL,true
SIC Bob Freeman Clinic,5.55408,-0.20889,5.554117799999999,-0.2085229,OPERATIONAL,true
Sinel Specialist Hospital,5.65612,-0.01481,5.656846199999999,-0.0145174,OPERATIONAL,true
Skin Clinic,5.65159,-0.00502,5.665466800000001,-0.0192459,OPERATIONAL,false
Solace Medical Certical Centre,5.67782,-0.02954,5.6779522,-0.02834289999999999,CLOSED_PERMANENTLY,true
Specialist Hospital & Family Planning Centre,5.56507,-0.27309,5.5653413,-0.2727942,OPERATIONAL,true
SSNIT Clinic,5.6333,-0.01261,5.633465699999999,-0.0128767,OPERATIONAL,true
St Andrews Catholic Clinic,5.92528,0.01798,5.9248933,0.0176841,OPERATIONAL,true
St Andrews Clinic,5.55852,-0.21337,5.607947999999999,-0.187923,OPERATIONAL,false
St Andrews Clinic,5.55852,-0.21337,5.607947999999999,-0.187923,OPERATIONAL,false
St Anthony's Clinic,5.64954,-0.00299,5.6496502,-0.0031867,OPERATIONAL,true
St Bernard Eye Clinic,5.57409,-0.20761,5.5738011,-0.2080573,OPERATIONAL,true
St Georges Family Clinic,5.70263,-0.17056,5.702791899999999,-0.1706211,OPERATIONAL,true
St Gloria's Clinic & Maternity Home,5.53191,-0.26233,5.531981699999999,-0.2624832,OPERATIONAL,true
St John's Clinic,5.65665,0.02827,5.6573677,0.0269867,OPERATIONAL,true
St Luke's Clinic,5.6144,-0.17776,5.6142813,-0.1779082,OPERATIONAL,true
St Martin's Clinic,5.58812,-0.19819,5.5880221,-0.1982192,OPERATIONAL,true
St Mathew's Clinic,5.63286,-0.24057,5.6355615,-0.2427826,OPERATIONAL,true
St Maurice Maternity Home,5.56542,-0.14468,5.5910665,-0.2065115,OPERATIONAL,false
St Nicholas Hospital,5.64811,-0.01317,5.648033,-0.0129551,OPERATIONAL,true
Stadium Clinic,5.55119,-0.19382,5.5512,-0.1938,OPERATIONAL,true
Stand Firm Maternity Home,5.69443,-0.28026,5.655196399999999,-0.2167599,OPERATIONAL,false
Star Clinic,5.66222,-0.24995,5.6621983,-0.2500669,OPERATIONAL,true
Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic),5.59448,-0.19546,5.5945687,-0.1954177,OPERATIONAL,true
Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic),5.59448,-0.19546,5.656846199999999,-0.0145174,OPERATIONAL,false
Sunrise Clinic,5.56811,-0.24051,5.5678671,-0.2405741,OPERATIONAL,true
Su-san Clinic,5.55731,-0.24679,5.557329,-0.2466281,OPERATIONAL,true
Swan Clinic,5.6896,-0.17322,5.554289799999999,-0.1718371,OPERATIONAL,false
Swan Clinic,5.55438,-0.17184,5.6895285,-0.1734593,OPERATIONAL,false
Swan Clinic,5.55438,-0.17184,5.6895285,-0.1734593,OPERATIONAL,false
Swan Clinic,5.6896,-0.17322,5.6895285,-0.1734593,OPERATIONAL,true
Taifa Station Clinic Annex (Theatre Only),5.65709,-0.25137,5.658188399999999,-0.2520023,OPERATIONAL,true
Tee's Maternity Home,5.57194,-0.14955,5.5631631,-0.1640303,OPERATIONAL,false
Tema Christian Eye Clinic,5.64565,-0.00911,5.6457266,-0.0091535,OPERATIONAL,true
Tema Municipal Health Directorate,5.63979,-0.00893,5.6397872,-0.009034,OPERATIONAL,true
Tema General Hospital,5.67387,-0.02496,5.6755944,-0.0248066,OPERATIONAL,true
Tema Manhean Health Centre,5.64783,0.02428,5.6478,0.024304,OPERATIONAL,true
Tema Oil Refinary Clinic,5.66575,0.00578,5.6658575,0.0058385,OPERATIONAL,true
Tema Polyclinic,5.63556,-0.00667,5.6358658,-0.006796,OPERATIONAL,true
Tema Women's Hospital,5.6656,-0.01902,5.665628,-0.0188009,OPERATIONAL,true
Teshie Community Clinic,5.57696,-0.10644,5.577,-0.1064,OPERATIONAL,true
The Achimota Clinic,5.6293,-0.24781,5.6294907,-0.2170271,OPERATIONAL,false
The Clinic,5.5575,-0.24081,5.5613725,-0.1986759,OPERATIONAL,false
The Finger of God Maternity Home,5.57678,-0.10985,5.5827928,-0.1046189,OPERATIONAL,false
The Healing Star Clinic,5.69591,-0.01348,5.6959173,-0.0132776,OPERATIONAL,true
The King & 1 Eye Clinic,5.64521,-0.15377,5.6452905,-0.1535571,OPERATIONAL,true
The Oak Street Clinic,5.59062,-0.09922,5.5904784,-0.0993333,OPERATIONAL,true
The Rock Hospital,5.58483,-0.2627,5.5851225,-0.2624635,OPERATIONAL,true
The Tema Clinic (West End Specialist Clinic),5.62477,-0.01911,5.624664,-0.0193298,OPERATIONAL,true
Trinity Clinic,5.6028,-0.3713,5.6028726,-0.2713794,OPERATIONAL,false
Trust Hospital (SSNIT Hospital),5.56244,-0.18174,5.562515299999999,-0.1820988,OPERATIONAL,true
TUC Clinic,5.5555,-0.20495,5.555626,-0.2048293,OPERATIONAL,true
Unicorn Memorial Clinic,5.57818,-0.11181,5.5780533,-0.111604,NO DATA,true
Unilever Clinic,5.64468,0.00887,5.6447572,0.0093525,OPERATIONAL,true
University Hospital (Legon Hospital),5.65141,-0.17794,5.6510676,-0.1779637,OPERATIONAL,true
University of Ghana Medical School,5.53857,-0.22933,5.632334600000001,-0.185922,OPERATIONAL,false
Urban Health Centre,5.70798,-0.04613,5.7079549,-0.0461063,OPERATIONAL,true
Valco Hospital,5.66886,0.03468,5.6524104,-0.0103587,OPERATIONAL,false
Vicon Specialist Hospital / Mat home,5.5518,-0.26671,5.551958,-0.2667517,OPERATIONAL,true
Vic's Maternity Home,5.58422,-0.20776,5.540675999999999,-0.2159715,OPERATIONAL,false
Victor's Maternity & Child Health Clinic,5.52873,-0.23366,5.5551265,-0.1792827,OPERATIONAL,false
Voice of the Lord Maternity Home & Clinic,5.66461,-0.04978,5.6642357,-0.0498205,OPERATIONAL,true
Volta Clinic,5.58654,-0.19724,5.5865309,-0.1972021,OPERATIONAL,true
VRA Clinic,5.55437,-0.18078,5.5539345,-0.1807503,OPERATIONAL,true
We Care Medical centre,5.67844,-0.17433,5.6783445,-0.1743255,OPERATIONAL,true
White Eagle Clinic,5.6242,-0.06929,5.6244012,-0.0694579,OPERATIONAL,true
White House Clinic,5.5362,-0.26569,5.5360455,-0.2658023,OPERATIONAL,true
Zoti Clinic,5.54648,-0.23049,5.547408100000001,-0.2289595,CLOSED_PERMANENTLY,true
Memorial Clinic,5.580728,-0.210466999999994,5.5500725,-0.2219565,OPERATIONAL,false
James Camp Borstral Clinic,5.580728,-0.210466999999994,5.6077691,-0.1906385,OPERATIONAL,false
Joana Clinic,5.580728,-0.210466999999994,5.578077599999999,-0.2155353,OPERATIONAL,false
Twumasi-Waah Memorial Hospital,5.580728,-0.210466999999994,5.6596361,-0.1482333,OPERATIONAL,false
Eye Link,5.580728,-0.210466999999994,5.6304583,-0.1744664,OPERATIONAL,false
Save the Nation Sight,5.580728,-0.210466999999994,5.6585369,-0.1557037,OPERATIONAL,false
Family Health Ltd.,5.580728,-0.210466999999994,5.5483246,-0.1998004,OPERATIONAL,false
