FacilityName,CSV_Latitude,CSV_Longitude,Google_Latitude,Google_Longitude,Business_Status,Is_Accurate
Allen's Clinic,6.415,-1.37548,6.6708028,-1.5887006,OPERATIONAL,false
Ayigya Clinic,6.415,-1.37548,6.689773499999999,-1.5726539,OPERATIONAL,false
Born Again Homeopathic,6.415,-1.37548,6.7482656,-1.6484435,OPERATIONAL,false
Homeopathic Clinic,6.415,-1.37548,6.6525824,-1.6340353,OPERATIONAL,false
Maud Maternity Home,6.415,-1.37548,N/A,N/A,NO DATA,false
Amansie Enterprise Clinic,6.415,-1.37548,6.6958649,-1.6824105,OPERATIONAL,false
John Bitar Company Clinic,6.415,-1.37548,6.658454499999999,-1.6194683,OPERATIONAL,false
Bosomtwi Clinic,6.415,-1.37548,6.6845532,-1.578748,OPERATIONAL,false
Atonsu-Agogo Clinic,6.415,-1.37548,6.7074589,-1.7176674,OPERATIONAL,false
Abrepo County Hospital,6.415,-1.37548,6.7265666,-1.6581483,OPERATIONAL,false
West End Clinic,6.415,-1.37548,6.676491,-1.651508,OPERATIONAL,false
SDA Hospital,6.415,-1.37548,6.6666035,-1.6163247,OPERATIONAL,false
Prempeh College Clinic,6.415,-1.37548,N/A,N/A,NO DATA,false
Patasi Suame Nkwanta Hospital,6.415,-1.37548,6.6779619,-1.6440116,OPERATIONAL,false
Asafo Agyei Hospital,6.415,-1.37548,6.6666035,-1.6163247,OPERATIONAL,false
Magazine Clinic,6.415,-1.37548,6.6931064,-1.6359353,OPERATIONAL,false
Togbe Clinic,6.415,-1.37548,6.6666035,-1.6163247,OPERATIONAL,false
Mary Pomaa Memorial Clinic,6.415,-1.37548,6.6872992,-1.6374404,OPERATIONAL,false
Robert Khock Health Services,6.415,-1.37548,6.7051152,-1.635393,OPERATIONAL,false
Adiebeba Hospital,6.415,-1.37548,6.6681525,-1.6178258,OPERATIONAL,false
Ahodwo Clinic,6.415,-1.37548,6.659894,-1.618063,OPERATIONAL,false
Ahodwo Washie Hospital,6.415,-1.37548,6.6523593,-1.6188145,OPERATIONAL,false
Philip Maternity Home,6.415,-1.37548,7.0591789,-1.3970055,OPERATIONAL,false
Hebrona Hospital,6.415,-1.37548,6.71107,-1.6341699,OPERATIONAL,false
Agyei Eli Hospital,6.415,-1.37548,6.641903999999999,-1.6191035,OPERATIONAL,false
Aurora Clinic,6.415,-1.37548,6.7546183,-1.5992717,OPERATIONAL,false
St. Anthony Homeopathic Clinic,6.415,-1.37548,6.7262889,-1.6520192,OPERATIONAL,false
St. Monica Maternity Hme,6.415,-1.37548,N/A,N/A,NO DATA,false
Amanfrom Clinic,6.415,-1.37548,6.757941300000001,-1.6869336,OPERATIONAL,false
Santasi Clinic,6.415,-1.37548,6.6712265,-1.6384499,OPERATIONAL,false
Boampong Hospital,6.415,-1.37548,7.0561,-1.399,OPERATIONAL,false
Asadu Maternity Home,6.415,-1.37548,N/A,N/A,NO DATA,false
Living Waters Maternity Home,6.415,-1.37548,6.7221148,-1.4877992,OPERATIONAL,false
Yonkodo Maternity Home,6.415,-1.37548,N/A,N/A,NO DATA,false
UEWK Sick Bay,6.415,-1.37548,N/A,N/A,NO DATA,false
Restoration Clinic,6.415,-1.37548,6.658454499999999,-1.6194683,OPERATIONAL,false
Calvary Maternity Home,6.415,-1.37548,N/A,N/A,NO DATA,false
Divine Maternity Home,6.415,-1.37548,5.7950062,-0.1561476,OPERATIONAL,false
Kpodo Maternity Home,6.415,-1.37548,6.681038,-1.5832592,OPERATIONAL,false
Tiwaa Acupuncture,6.415,-1.37548,6.6892429,-1.6656804,OPERATIONAL,false
Tafo Nhyiaeso Bethel Clinic,6.415,-1.37548,6.718636099999999,-1.6116709,OPERATIONAL,false
St. John's Clinic,6.415,-1.37548,6.7292478,-1.6163514,OPERATIONAL,false
New Birth Maternity Home,6.415,-1.37548,6.7387231,-1.5875603,OPERATIONAL,false
Neuro-Psych Hospital,6.415,-1.37548,N/A,N/A,NO DATA,false
Prisons Clinic,6.415,-1.37548,6.6938957,-1.6233805,OPERATIONAL,false
Amakom Clinic,6.415,-1.37548,6.6945289,-1.6073725,OPERATIONAL,false
Methodist Cathederal Church Clinic,6.415,-1.37548,6.6938571,-1.62345,OPERATIONAL,false
Jesus Care Voluntary Clinic,7.5090674,-0.823448299999995,6.899716499999999,-1.2416574,OPERATIONAL,false
Asesewa CHPS,7.5090674,-0.823448299999995,6.3997304,-0.1424781,NO DATA,false
Dawia CHPS,7.5090674,-0.823448299999995,7.178281699999999,-0.8294001999999999,NO DATA,false
Funsua CHPS,7.5090674,-0.823448299999995,7.178281699999999,-0.8294001999999999,NO DATA,false
Hamidu CHPS,7.5090674,-0.823448299999995,7.178281699999999,-0.8294001999999999,NO DATA,false
Boni Clinic,6.44999999999999,-1.58333330000004,6.4592155,-1.57116,OPERATIONAL,false
Birem Health Centre,7.2169497,-2.18432849999999,7.012809,-1.3793033,OPERATIONAL,false
Calvary Health Service,7.03397,-1.24294,7.0607158,-1.4081636,OPERATIONAL,false
Yonso CHPS,7.03397,-1.24294,6.948527599999999,-1.424205,OPERATIONAL,false
Kwabre District Health Directorate,6.77884,-1.54569,6.853835699999999,-1.6178011,NO DATA,false
Antoa Health Centre,6.75748,-1.52574,6.7549458,-1.5273847,OPERATIONAL,true
African Diaspora Clinic & Maternity Home,6.75053,-1.54224,6.750576000000001,-1.5421887,OPERATIONAL,true
Brofoyedru Health Centre,6.47265,-1.37389,6.7906406,-1.6274143,OPERATIONAL,false
PACKS Hospital,6.47265,-1.37389,N/A,N/A,NO DATA,false
Hilltop Hospital,6.47265,-1.37389,5.278515,-1.9949892,OPERATIONAL,false
Offinso District Health Directorate,6.56309,-1.40268,6.941884699999999,-1.6741267,OPERATIONAL,false
Anyinasuso SDA Clinc,7.0102,-1.42346,N/A,N/A,NO DATA,false
Abofour Health Centre,7.07473,-1.43587,7.1354022,-1.7319828,NO DATA,false
Amoawi Community Clinic,6.57199,-1.41169,6.956839,-1.6894332,NO DATA,false
Kwagyekrom CHPS,7.02111,-1.46379,7.0363375,-1.7773594,OPERATIONAL,false
Ayomso Rural Clinic,6.76364,-2.58248,6.763599999999999,-2.5825,OPERATIONAL,true
Fawohoyeden Clinic,6.7375,-2.57282,6.7374778,-2.572886,OPERATIONAL,true
Ayum Forest Clinic,6.90647,-2.56449,6.906537900000001,-2.5644071,OPERATIONAL,true
Agyei Mensah Maternity Home,6.80205,-2.51738,6.8020495,-2.5173561,OPERATIONAL,true
MIM Clinic,6.91361,-2.56503,6.913843300000001,-2.5633577,OPERATIONAL,true
District Assembly Maternity Home,6.9004,-2.5589,6.8079828,-2.516298,OPERATIONAL,false
Goaso Hospital,6.8057,-2.52181,6.8018757,-2.5147911,OPERATIONAL,false
Dankwa Maternity Home,6.94324,-2.80505,7.2743121,-2.8735344,OPERATIONAL,false
Church of Pentecost Clinic,6.94076,-2.81154,6.940799999999999,-2.8115,OPERATIONAL,true
Ampenkro Health Centre,6.94356,-2.76328,6.9436,-2.7633,OPERATIONAL,true
Asunafo North District Health Directorate,6.8057,-2.52181,6.827592699999999,-2.6983868,NO DATA,false
Asumura Rural Clinic,6.69184,-2.56169,6.6918,-2.5617,OPERATIONAL,true
Akrodie Health Centre,6.69505,-2.5569,6.6949719,-2.5569116,OPERATIONAL,true
Kukuom Health Centre,6.69659,-2.43872,6.6966929,-2.4385933,OPERATIONAL,true
Kwapong Rural Clinic,6.6227,-2.47506,6.6227,-2.4751,OPERATIONAL,true
Vic Maternity Home,6.6507,-2.42445,6.6968519,-2.4386335,OPERATIONAL,false
Sankore Health Centre,6.50285,-2.5017,6.502899999999999,-2.5017,OPERATIONAL,true
Kokooso  Rural Clinic,6.64344,-2.58633,6.6434,-2.5863,OPERATIONAL,true
Abuom Rural Clinic,6.61944,-2.70631,6.6194,-2.7063,OPERATIONAL,true
Asarekrom Rural Clinic,6.57574,-2.63918,6.5760533,-2.6387063,OPERATIONAL,true
Acherensua Health Centre,6.98211,-2.32174,6.9821,-2.3219,OPERATIONAL,true
Dadiesoaba Health Centre,6.77932,-2.41997,6.779300000000001,-2.42,OPERATIONAL,true
Sienkyemu Rural Clinic,6.70723,-2.39529,6.707199999999999,-2.3953,OPERATIONAL,true
Nyameadom Maternity  Home,6.83205,-2.362,5.551929599999999,-0.2643615,OPERATIONAL,false
Gambia No1 Rural Clinic,7.0378,-2.6357,7.0378,-2.6357,OPERATIONAL,true
Gyedu Health Center,7.06875,-2.3248,7.0688,-2.3248,OPERATIONAL,true
Nkasiem Community Clinic,6.86509,-2.44891,6.8651,-2.4489,OPERATIONAL,true
St.Elizabeth Hospital,6.93279,-2.35805,6.932527899999999,-2.3580684,OPERATIONAL,true
St. Elizabeth Maternity Home,6.99387,-2.53687,6.932527899999999,-2.3580684,OPERATIONAL,false
Esther Nyarko Maternity Home,6.98035,-2.38637,6.9804466,-2.386344,OPERATIONAL,true
Kenyasi Health Centre,6.97533,-2.3857,6.975527,-2.385904,OPERATIONAL,true
Asutifi District Health Directorate,6.97533,-2.3857,6.979050399999999,-2.3814301,OPERATIONAL,false
Akokoa Health Centre,7.58462,-1.15377,7.5846,-1.1538,OPERATIONAL,true
Amanteng Health Centre,7.53828,-1.20795,7.5383439,-1.2080278,OPERATIONAL,true
Jato Zongo Rural Clinic,7.65363,-1.06465,7.653599999999999,-1.0647,OPERATIONAL,true
Atebubu RCH/FP Clinic,7.74799,-0.98207,7.748119399999999,-0.9820981,OPERATIONAL,true
Atebubu Government Hospital,7.74807,-0.98197,7.7482087,-0.9821367,OPERATIONAL,true
Atebubu-Amanten District Health Directorate,7.74557,-0.98877,7.7451662,-0.9888323999999998,OPERATIONAL,true
Christie Maternity Home,7.46482,-2.57323,7.4606552,-2.5975207,OPERATIONAL,false
Aggie Maternity Home,7.45745,-2.58685,6.825304,-3.0201267,OPERATIONAL,false
Palm Avenue Maternity Home,7.44315,-2.58212,7.442995,-2.5822219,OPERATIONAL,true
Mpatasei Rural Clinic,7.457,-2.58338,7.457,-2.5834,OPERATIONAL,true
Philomina Maternity Home,7.45795,-2.60001,7.442995,-2.5822219,OPERATIONAL,false
Berekum Nurses/Midwifery Training College,7.44325,-2.58805,7.444853999999999,-2.5885586,OPERATIONAL,true
Angels maternity home,7.46191,-2.59254,7.4606552,-2.5975207,OPERATIONAL,false
Koraso Rural Clinic,7.48248,-2.02694,7.488493500000001,-2.6300931,NO DATA,false
Akrofro CHPS,7.49397,-2.58871,7.4911119,-2.5875104,OPERATIONAL,true
Emi Maternity Home,7.45051,-2.57339,7.4606552,-2.5975207,OPERATIONAL,false
Amomaso Rural Clinic,7.37385,-2.65996,7.3738869,-2.6599607,OPERATIONAL,true
Berekum Zongo RCH/FP Clinic,7.45371,-2.58284,7.453733499999999,-2.5829373,OPERATIONAL,true
ABTS Clinic,7.44034,-2.60347,7.440175,-2.6036734,OPERATIONAL,true
Bre Nye Kwa Hospital,7.44372,-2.59325,7.443699999999999,-2.5933,OPERATIONAL,true
Holy Family Hospital,7.44325,-2.58806,7.445210699999999,-2.5869953,OPERATIONAL,true
Botokrom Rural Clinic,7.5228,-2.72249,7.522799999999999,-2.7225,OPERATIONAL,true
Jinijini Health Centre,7.44656,-2.64642,7.4465328,-2.6464389,OPERATIONAL,true
Berekum District Health Directorate,7.44462,-2.57926,7.4444973,-2.5793237,OPERATIONAL,true
Amasu Rural Clinic,7.22802,-2.95807,7.227999999999999,-2.9581,OPERATIONAL,true
Kyeremasu Rural Clinic,7.26312,-2.76114,7.263040900000001,-2.7613383,OPERATIONAL,true
Kwameasua Presby Clinic,7.16715,-2.7701,7.167199999999999,-2.7700999,OPERATIONAL,true
Aboabo Presby Clinic,7.20647,-2.81057,7.206499999999999,-2.8106,OPERATIONAL,true
Asikasu Rural Clinic,7.1893,-2.89066,7.1892056,-2.8906718,OPERATIONAL,true
Danyami Rural Clinic,7.34172,-2.8792,7.341699999999999,-2.8792,OPERATIONAL,true
Dormaa Presby Hospital,7.27537,-2.86803,7.275210899999999,-2.8679267,OPERATIONAL,true
Dormaa PHC Project,7.27434,-2.86719,7.274291499999999,-2.8671847,OPERATIONAL,true
Ohenewaa Maternity Home,7.27435,-2.87338,7.2743121,-2.8735344,OPERATIONAL,true
Dormaa RCH/FP,7.27277,-2.87009,7.272631000000001,-2.8696193,OPERATIONAL,true
Dormaa Akwamu Health Centre,7.31711,-2.73729,7.317100000000001,-2.7373,OPERATIONAL,true
Akontanim Rural Clinic,7.30811,-2.71819,7.3081,-2.7182,OPERATIONAL,true
Kofibadukrom Port Health,7.28896,-2.97238,7.288999999999999,-2.9724,OPERATIONAL,true
Kojokumikrom Rural Clinic,7.29063,-2.91397,7.290595300000001,-2.9140006,OPERATIONAL,true
K/Dwomokrom Rural Clinic,7.29054,-2.90378,7.2905,-2.9038,OPERATIONAL,true
Dormaa District Health Directorate,7.27435,-2.87004,7.2710942,-2.8795822,OPERATIONAL,false
Kwaben Maternity Home,7.00092,-3.0862,7.2743121,-2.8735344,OPERATIONAL,false
Nkrankwanta Health Centre,7.01987,-3.0862,7.0189096,-3.0595271,OPERATIONAL,false
Ceci Maternity Home,7.01659,-3.04393,7.275210899999999,-2.8679267,OPERATIONAL,false
Wamfie Health Centre,7.30582,-2.73729,7.305799999999999,-2.7373,OPERATIONAL,true
Bishop Mathew Gyamfi's Clinic,7.26224,-2.71568,7.262198399999999,-2.7157,OPERATIONAL,true
Racheal Maternity Home,7.26604,-2.71549,7.266838,-2.7150038,OPERATIONAL,true
Buni Community Clinic,7.80201,-2.6424,7.802,-2.6424,OPERATIONAL,true
Asiri Rural Clinic,7.80156,-2.70684,7.801649899999999,-2.7067803,OPERATIONAL,true
Asuokor Rural Clinic,7.73363,-2.61549,7.733600000000001,-2.6155,OPERATIONAL,true
Goka Health Centre,7.75868,-2.65616,7.9479047,-2.6958701,OPERATIONAL,false
Johnsons Rural Clinic,7.7653,-2.65532,7.765360899999998,-2.6554518,OPERATIONAL,true
Sampa District Hospital,7.95085,-2.695,7.9507607,-2.6950608,OPERATIONAL,true
Holy Daniel's Clinic,7.95075,-2.69753,7.950799999999998,-2.6974999,OPERATIONAL,true
Suma Presby Clinic,7.91843,-2.71607,7.9184,-2.7161,OPERATIONAL,true
Seketia Rural Clinic,7.8156,-2.74399,7.8156,-2.744,OPERATIONAL,true
Abirikasu Health Centre,7.49369,-2.82997,7.4937,-2.83,OPERATIONAL,true
Angel's Maternity Home,7.50335,-2.91504,7.5028755,-2.9150399,OPERATIONAL,true
St. Mary's Hospital,7.58599,-2.78549,7.586046000000001,-2.7853872,OPERATIONAL,true
Jejemirija Presby Clinic,7.63384,-2.72654,7.6338,-2.7265,OPERATIONAL,true
Elizabeth Maternity Home,7.68227,-2.78494,7.5028755,-2.9150399,OPERATIONAL,false
Drobo RCH/FP,7.5872,-2.78657,7.5873592,-2.7865221,OPERATIONAL,true
Dwenem Rural Clinic,7.68138,-2.78094,7.6814284,-2.7808975,OPERATIONAL,true
Baano Rural Clinic,7.60977,-2.90541,7.6098,-2.9054,OPERATIONAL,true
Vida's Maternity Home,7.63643,-2.90541,7.590645399999999,-1.946736,OPERATIONAL,false
Gonasua Health Centre,7.58836,-2.82208,7.5884,-2.8221,OPERATIONAL,true
Zezera Health Centre,7.73358,-2.86322,7.733421900000001,-2.8630571,OPERATIONAL,true
St. Micheal Maternity Home,7.74365,-2.80623,6.5588721,-1.512392,OPERATIONAL,false
Adiokor Rural Clinic,7.75029,-2.85133,7.593538100000001,-2.78759,OPERATIONAL,false
Adamsu Health Centre,7.7533,-2.80712,7.754036699999999,-2.8073117,OPERATIONAL,true
Bodaa Rural Clinic,7.78135,-2.82046,7.7814,-2.8205,OPERATIONAL,true
Saviour's Maternity Home,7.77289,-2.84769,7.773294,-2.847694,OPERATIONAL,true
Asare Rural Clinic,7.76307,-2.76607,7.763100000000001,-2.7660999,OPERATIONAL,true
Jeman North District Health Directorate,7.95037,-2.69579,7.951510600000001,-2.6950741,OPERATIONAL,true
Jaman South District Health Directorate,7.59374,-2.78768,7.645664999999999,-2.8178291,NO DATA,false
Busuama Rural Clinic,8.23236,-1.85531,8.2324,-1.8553,OPERATIONAL,true
Dawadawa Health Centre,8.35529,-1.56645,8.3553,-1.5665,OPERATIONAL,true
Kintampo District Hospital,8.05098,-1.7312,8.051,-1.7312,OPERATIONAL,true
Annor Asare Clinic,8.05586,-1.73341,8.0559,-1.7334,OPERATIONAL,true
RCH/FP Clinic,8.04999,-1.73102,8.049950599999999,-1.7310423,OPERATIONAL,true
Glory Prince of  Peace Maternity Home,8.0674,-1.72109,8.044995799999999,-1.7307256,OPERATIONAL,false
Kintampo Eye Clinic,8.05037,-1.7313,8.0502557,-1.7310306,OPERATIONAL,true
Kunsu Rural Clinic,8.14683,-1.51239,8.146799999999999,-1.5124,OPERATIONAL,true
Kintampo North District Health Dirrectorate,8.05054,-1.73235,8.050582,-1.732133,OPERATIONAL,true
New Longoro Health Centre,8.17255,-1.83829,8.1725999,-1.8383,OPERATIONAL,true
Amoma Rural Clinic,7.78398,-1.87129,7.784,-1.8713,OPERATIONAL,true
Anyima Rural Clinic,7.8932,-1.87403,7.893199999999999,-1.874,OPERATIONAL,true
Perpetual Health Maternity Home,7.99955,-1.54873,7.891420800000001,-1.7719291,OPERATIONAL,false
Jema Health Centre,7.8905,-1.77307,7.890499999999999,-1.7731,OPERATIONAL,true
Kintampo South District Health Directorate,7.89152,-1.77313,7.891420800000001,-1.7719291,OPERATIONAL,true
Ahyiayem Rural Clinic,7.4672,-1.51826,7.4668987,-1.5180456,OPERATIONAL,true
Akuma Rural Clinic,7.48654,-1.71839,7.486499999999999,-1.7184,OPERATIONAL,true
Ayerede Rural Clinic,7.48594,-1.64877,7.4859046,-1.6487971,OPERATIONAL,true
Busunyaa Rural Clinic,7.68463,-1.65773,7.6846,-1.6577,OPERATIONAL,true
Donkro-Nkwanta Rural Clinic,7.43477,-1.65995,7.4348,-1.66,OPERATIONAL,true
Dromankese Health Centre,7.70912,-1.56124,7.709024400000001,-1.5613799,OPERATIONAL,true
Kranka Rural Clinic,7.66729,-1.81142,7.6671385,-1.8113572,OPERATIONAL,true
Nkoranza District Health Directorate,7.55632,-1.70002,7.695267699999999,-1.5983959,OPERATIONAL,false
St. Theresa's Hospital,7.57152,-1.70406,7.5705949,-1.7042448,OPERATIONAL,true
Nkoranza Health Centre,7.56816,-1.71117,7.568042299999999,-1.7113884,OPERATIONAL,true
Nkwabeng Rural Clinic,7.49959,-1.7381,7.4996,-1.7381,OPERATIONAL,true
Bonsu Rural Clinic,7.55219,-1.78035,7.552199999999999,-1.7804,OPERATIONAL,true
Yefri Health Centre,7.69133,-1.74787,7.568042299999999,-1.7113884,OPERATIONAL,false
Abease Health Centre,7.95847,-1.18246,7.958976,-1.1821036,OPERATIONAL,true
Parambo Health Centre,8.1252,-0.79412,N/A,N/A,NO DATA,false
Prang Health Centre,7.99465,-0.88928,7.994700000000001,-0.8893,OPERATIONAL,true
Bernice Maternity Home,8.22924,-0.65164,7.740684099999999,-2.1116853,OPERATIONAL,false
Mathias Hospital,8.22936,-0.6551,8.228195399999999,-0.6539488,OPERATIONAL,true
Bantama CHPS,7.71152,-0.75332,7.711062500000001,-0.7626406,OPERATIONAL,false
Bassa Health Centre,7.79016,-0.40995,7.790168199999999,-0.4101275,OPERATIONAL,true
Nyankontre CHPS,7.7925,-0.34233,7.792571400000001,-0.3448546,NO DATA,true
Kojokrom Health Centre,7.77873,-0.17077,7.7789363,-0.1706235,OPERATIONAL,true
Kajaji Clinic,7.78062,-0.22055,7.7834577,-0.216301,NO DATA,false
Sunta Clinic,7.73167,-0.67284,7.731521300000001,-0.6727814000000001,OPERATIONAL,true
Sene District Hospital,7.73115,-0.68588,7.7304697,-0.685599,OPERATIONAL,true
Sene District Health Directorate,7.73043,-0.68564,7.729423,-0.6864752,OPERATIONAL,true
Abesim Rural Clinic,7.2885,-2.27099,7.288513900000001,-2.2710089,OPERATIONAL,true
Christian Eye Centre,7.29219,-2.27146,7.292387100000001,-2.2712611,OPERATIONAL,true
Mercy Maternity Home,7.46061,-2.59739,7.4606552,-2.5975207,OPERATIONAL,true
Chiraa Health Centre,7.2412,-2.10578,7.403384900000001,-2.1816694,OPERATIONAL,false
Florence Maternity Home,7.29254,-2.9723,6.6690264,-3.0906818,OPERATIONAL,false
Sunyani District Health Directirate,7.33696,-2.32913,7.3727372,-2.3178998,OPERATIONAL,false
Brong Ahafo Regional Health Directorate,7.340233,-2.335633,7.3404574,-2.3356366,OPERATIONAL,true
Amponsah Memorial Maternity Home,7.40584,-2.46534,7.3432097,-2.2981247,OPERATIONAL,false
Nsoatre Health Centre,7.39914,-2.46312,7.3991,-2.4631,OPERATIONAL,true
Kwatire Health Centre,7.3853,-2.30018,7.3853,-2.3001999,OPERATIONAL,true
Bofourkrom Health Centre,7.54614,-2.27834,7.346492199999999,-2.2728029,OPERATIONAL,false
Louise Banks Griffin Clinic,7.38248,-2.33091,7.382481,-2.3308212,OPERATIONAL,true
Hannah Maternity Home,7.37068,-2.31991,7.343886099999999,-2.2650556,OPERATIONAL,false
Monica's Maternity Home,7.33862,-2.31295,7.3432097,-2.2981247,OPERATIONAL,false
Police Clinic,7.34635,-2.33026,7.3463951,-2.3302951,OPERATIONAL,true
Fiapre Rural Clinic,7.3629,-0.3467,7.356518899999999,-2.3541823,OPERATIONAL,false
Atuahenekrom Community Clinic,7.11161,-2.37727,7.111599999999999,-2.3773,OPERATIONAL,true
Ohene Adu Clinic,7.35717,-2.32426,7.357209399999999,-2.3242852,OPERATIONAL,true
Antwikrom Rural Clinic,7.22028,-2.39009,7.220300000000001,-2.3901,OPERATIONAL,true
Opoku Clinic,7.3439,-2.32856,7.3439,-2.3285999,OPERATIONAL,true
Peace Maternity Home,7.34097,-2.2999,6.825304,-3.0201267,OPERATIONAL,false
St. James Secondary Clinic,7.29371,-2.29166,7.293699999999999,-2.2917,OPERATIONAL,true
Rapid Preparatory School Clinic,7.32071,-2.32067,7.320534599999998,-2.3206675,OPERATIONAL,true
3MRS-Liberation Barracks,7.34184,-2.2946,7.3419297,-2.2945597,OPERATIONAL,true
Nkwabeng Hospital,7.34301,-2.32741,7.3428219,-2.327491,OPERATIONAL,true
Owusu Memorial Hospital,7.32669,-2.33267,7.326717400000001,-2.3325701,OPERATIONAL,true
Forestry School Cinic,7.34908,-2.34308,7.3490346,-2.3430485,OPERATIONAL,true
Ridge Experimental School Clinic,7.34016,-2.3385,7.340290999999999,-2.3386784,OPERATIONAL,true
Polytechnic Clinic,7.32315,-2.31733,7.3232797,-2.3172687,OPERATIONAL,true
Green Hill Clinic,7.31655,-2.30336,7.316430299999999,-2.303271,OPERATIONAL,true
Sunyani Regional Hospital,7.3446,-2.3142,7.3448536,-2.3141166,OPERATIONAL,true
Sunyani Municipal Hospital,7.33817,-2.32858,7.337522799999999,-2.3289953,OPERATIONAL,true
Prisons Clinic,7.34014,-2.33362,7.340274399999999,-2.3335237,OPERATIONAL,true
Sunyani Nurses Training College/Health Assistants Training School,7.33817,-2.32858,7.3442805,-2.3094058,OPERATIONAL,false
Badu Health Centre,7.70032,-2.23032,7.700299999999999,-2.2303,OPERATIONAL,true
Banda Ahenkro Rural Clinic,8.1636,-2.3575,8.163602599999999,-2.3575039,OPERATIONAL,true
Bui Rural Clinic,8.25048,-2.26765,8.250499999999999,-2.2676802,OPERATIONAL,true
Sabiye Health Centre,8.07308,-2.35153,8.0731105,-2.3515936,OPERATIONAL,true
Mamase Rural Clinic,7.90103,-2.48373,7.901000000000001,-2.4836999,OPERATIONAL,true
Hani CHPS,7.8485,-2.47551,7.849258799999999,-2.4783438,NO DATA,true
Debibi Health Centre,7.8959,-2.53924,7.8958567,-2.5393717,OPERATIONAL,true
Tafsiru Maternity Home,7.92632,-2.38335,7.5028755,-2.9150399,OPERATIONAL,false
Menji Community Clinic,7.92558,-2.38,7.9228663,-2.3742744,OPERATIONAL,false
Nsawkaw Health Centre,7.87659,-2.31514,N/A,N/A,NO DATA,false
Brohani CHPS,7.97551,-2.4203,7.976761599999999,-2.4233417,NO DATA,true
Seikwa Health Centre,7.72836,-2.51792,7.7284142,-2.5179426,OPERATIONAL,true
Adrobaa Rural Clinic,7.2628,-2.13179,7.262799999999999,-2.1318,OPERATIONAL,true
Bomaa Health Centre,7.08675,-2.16797,7.086799999999999,-2.168,OPERATIONAL,true
St. John of God Hospital,7.17559,-2.0967,7.1762896,-2.0965561,OPERATIONAL,true
Tanoso Rural Clinic,7.2683,-2.236,7.268477400000001,-2.2358635,OPERATIONAL,true
Yamfo Health Centre,7.22567,-2.2411,7.225850599999999,-2.241398,OPERATIONAL,true
Trinity Maternity Home,7.04685,-2.10048,6.6715341,-1.6992699,OPERATIONAL,false
Bechem Government Hospital,7.08831,-2.02947,7.088210699999999,-2.0297721,OPERATIONAL,true
Derma Health Centre,7.20855,-1.94901,7.208600000000001,-1.949,OPERATIONAL,true
Tano South District Health Directorate,7.0696,-2.02233,7.2176693,-2.027319,NO DATA,false
Techimantia Health Centre,7.18142,-2.02874,7.1814,-2.0287,OPERATIONAL,true
Aworowa Health Centre,7.61979,-2.01215,7.617471500000001,-2.0169615,CLOSED_PERMANENTLY,false
Buoyem Health Centre,7.66606,-1.96107,7.666099999999998,-1.9611,OPERATIONAL,true
Forikrom Rural Clinic,7.59382,-1.86387,7.593800000000001,-1.8639,OPERATIONAL,true
Fiaso CHPS,7.57912,-1.81848,7.5908801,-1.9343555,OPERATIONAL,false
Asantaso Rural Clinic,7.54566,-1.8655,7.545700000000001,-1.8655,OPERATIONAL,true
Techiman Municipal Health Directorate,7.56243,-1.93487,7.5624159,-1.9348089,OPERATIONAL,true
Nsuta Health Centre,7.52836,-2.07377,7.496734399999999,-2.0996222,OPERATIONAL,false
Offuman Health Centre,7.78352,-1.96996,7.7941726,-1.9710284,OPERATIONAL,false
Tanoso Health Centre,7.47145,-1.97852,7.4635195,-1.9710284,OPERATIONAL,false
Techiman Subdistrict Clinic,7.58998,-1.94437,7.59,-1.9444,OPERATIONAL,true
Arm's Maternity Home,7.59118,-1.93813,7.5911271,-1.9381491,OPERATIONAL,true
Kristo Nti  Maternity Home,7.56965,-1.94848,7.590645399999999,-1.946736,OPERATIONAL,false
Techiman  Secondary School Clinic,7.56944,-1.93697,7.5694797,-1.9369366,OPERATIONAL,true
Alice Maternity Home,7.59064,-1.94684,7.590645399999999,-1.946736,OPERATIONAL,true
Nkwahia Maternity Home,7.57921,-1.93076,7.590645399999999,-1.946736,OPERATIONAL,false
Ahamadiya Moslem Hospital,7.58611,-1.9317,7.586163399999999,-1.9314533,OPERATIONAL,true
Opoku Agyeman Hospital,7.56288,-1.93692,7.562917199999999,-1.9371813,OPERATIONAL,true
Station Clinic,7.58451,-1.93631,7.584448200000001,-1.9362462,OPERATIONAL,true
Holy Family Hospital,7.59193,-1.93944,7.5918014,-1.9379746,OPERATIONAL,true
Tuobodom Health Centre,7.63484,-1.91209,7.6348,-1.9121,OPERATIONAL,true
Asuogya RCH/FP,7.70134,-2.10643,7.701372699999999,-2.1063645,OPERATIONAL,true
Wenchi District Health Directorate,7.74497,-2.00998,7.744771599999999,-2.0996869,OPERATIONAL,false
Subinso Health Centre,7.94251,-2.05399,7.9428135,-2.0534915,OPERATIONAL,true
Nchiraa Rural Clinic,7.89522,-1.98159,7.895200000000001,-1.9816,OPERATIONAL,true
RCH Clinic Wenchi,7.7444,-2.10038,7.7419915,-2.1008544,OPERATIONAL,true
Wencgi Methodist Hospital,7.73854,-2.111,7.738373200000001,-2.1118296,OPERATIONAL,true
Ampaabeng Kyeremeh Clinic,7.73557,-2.1087,7.735600000000001,-2.1086999,OPERATIONAL,true
